Sample,Name,Kingdom,Phylum,Class,Order,Family,Genus,Relative Abundance (%)
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,EF148839_f,AB185635_g,0.2224
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,EF148839_f,EU407205_g,0.0486
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,JF747991_f,FJ437753_g,0.5211
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,JF747991_f,JF747991_g,1.8295
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,EU462208_g,8.4016
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,CP045696_g,0.0255
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,AB239491_g,1.6718999999999997
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,0.051000000000000004
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,PAC001421_g,0.4353
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,PAC002787_g,0.0532
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,PAC002859_g,1.2158
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,4.3442
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,RF16_f,GU303877_g,0.3382
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,RF16_f,PAC002928_g,2.0402
Sample N5,Sample N5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,0.0254
Sample N5,Sample N5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Faecalibacter,0.0046
Sample N5,Sample N5,Bacteria,Cyanobacteria,Vampirovibrio_c,FR888536_o,FR888536_f,FR888536_g,0.6691
Sample N5,Sample N5,Bacteria,EU844128_p,EU844128_c,EU844128_o,EU844128_f,EU844128_g,0.2663
Sample N5,Sample N5,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,0.0069
Sample N5,Sample N5,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,4.3467
Sample N5,Sample N5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unassigned,0.0162
Sample N5,Sample N5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,0.0371
Sample N5,Sample N5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Unassigned,0.0093
Sample N5,Sample N5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.1552
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,AY442821_g,0.0672
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,0.0763
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,FJ848448_g,0.0116
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,GU303975_g,0.0093
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001115_g,0.2823
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001141_g,0.322
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001207_g,2.3503
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001435_g,0.0161
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001437_g,1.9519
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC002510_g,0.0301
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC002946_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,AB218342_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,0.5442
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacterium_f,PAC001447_g,0.3822
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,0.0093
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,DQ353937_g,0.0417
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AB185516_g,0.20149999999999998
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY442823_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY854304_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY858455_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,0.037
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.2035
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio_g1,0.0278
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,0.0185
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus_g2,0.0161
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,DQ777915_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EF686612_g,0.0324
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU471654_g,0.0301
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU475512_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU771786_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU842178_g,0.0486
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU842695_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU844487_g,0.0208
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,0.0625
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g17,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g24,0.2061
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Extibacter,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FJ684481_g,0.0208
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FMWZ_g,0.48869999999999997
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU302778_g,0.0486
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU324408_g,0.31029999999999996
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,0.0092
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001137_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001212_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001228_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001398_g,0.0185
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001457_g,0.044
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001480_g,0.0532
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC002715_g,0.1251
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC002896_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,0.1158
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.23159999999999997
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned,0.8657
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,AY134903_g,0.0185
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Aminicella,0.0209
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Congobacterium,0.0116
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,EF436322_g,0.0834
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,EU844817_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,GU174072_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Mogibacterium,0.426
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001236_g,0.0301
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001460_g,0.6555
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001609_g,0.10880000000000001
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Angelakisella,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Caproiciproducens,0.06939999999999999
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,DQ394629_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,EU843612_g,0.088
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g23,1.0907
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g8,0.0533
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,FJ848395_g,0.0185
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Faecalibacterium,0.0833
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,HM124015_g,0.0093
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,JX198636_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,NHOC_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,2.5288
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000661_g,1.2525
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000672_g,0.0764
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000748_g,0.771
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001144_g,0.0208
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001313_g,0.0533
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002090_g,0.0301
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002156_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002186_g,0.0115
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002737_g,0.1853
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002841_g,0.2084
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Pseudoflavonifractor,0.27549999999999997
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus,3.1169
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus_g2,0.5396
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Saccharofermentans,0.8544999999999999
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Sporobacter,3.2626
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Subdoligranulum,0.0301
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Unassigned,0.0255
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,PAC002749_f,PAC002749_g,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,PAC001401_g,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,0.0093
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Unassigned,0.034699999999999995
Sample N5,Sample N5,Bacteria,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned,0.037
Sample N5,Sample N5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,AB009222_g,0.2664
Sample N5,Sample N5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,0.0416
Sample N5,Sample N5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,DQ353929_g,0.11579999999999999
Sample N5,Sample N5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU844830_g,0.0787
Sample N5,Sample N5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,0.0069
Sample N5,Sample N5,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,0.15739999999999998
Sample N5,Sample N5,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,0.0093
Sample N5,Sample N5,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,0.0046
Sample N5,Sample N5,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,0.2918
Sample N5,Sample N5,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,0.0116
Sample N5,Sample N5,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,0.0185
Sample N5,Sample N5,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,0.0162
Sample N5,Sample N5,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,PAC001406_f,GU304204_g,0.1922
Sample N5,Sample N5,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,PAC001406_f,PAC001406_g,0.088
Sample N5,Sample N5,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,0.0209
Sample N5,Sample N5,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,DQ353908_g,0.0625
Sample N5,Sample N5,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,EU459524_g,0.0417
Sample N5,Sample N5,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,AB270056_g,0.088
Sample N5,Sample N5,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,PAC002716_g,0.0417
Sample N5,Sample N5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,0.0162
Sample N5,Sample N5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,0.0139
Sample N5,Sample N5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,0.044
Sample N5,Sample N5,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,AB185724_f,AB185724_g,0.0278
Sample N5,Sample N5,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,0.0069
Sample N5,Sample N5,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,0.2547
Sample N5,Sample N5,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella,0.0093
Sample N5,Sample N5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,0.0093
Sample N5,Sample N5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,0.0046
Sample N5,Sample N5,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,0.0069
Sample N5,Sample N5,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,0.0046
Sample N5,Sample N5,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,0.1019
Sample N5,Sample N5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unassigned,0.0625
Sample N5,Sample N5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Unassigned,Unassigned,0.0208
Sample N5,Sample N5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0.0602
Sample N5,Sample N5,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0.0069
Sample N5,Sample N5,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,GQ354944_f,GQ354944_g,0.0093
Sample N5,Sample N5,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Sphaerochaetaceae,DQ353914_g,0.0486
Sample N5,Sample N5,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Sphaerochaetaceae,EU462396_g,0.0069
Sample N5,Sample N5,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Sphaerochaetaceae,PAC002746_g,0.0649
Sample N5,Sample N5,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,HM049880_g,0.0301
Sample N5,Sample N5,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,4.4186
Sample N5,Sample N5,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EU382030_g,0.0162
Sample N5,Sample N5,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,U81658_g,0.0648
Sample N5,Sample N5,Bacteria,TDNP,TDNP_c,TDNP_o,TDNP_f,GQ844343_g,0.037000000000000005
Sample N5,Sample N5,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC000197_g,0.07869999999999999
Sample N5,Sample N5,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC001323_g,0.0069
Sample N5,Sample N5,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001057_g,0.12739999999999999
Sample N5,Sample N5,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001108_g,0.1412
Sample N5,Sample N5,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001109_g,0.8498
Sample N5,Sample N5,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001274_g,0.15739999999999998
Sample N5,Sample N5,Bacteria,Verrucomicrobia,Kiritimatiellae,PAC002693_o,PAC002850_f,PAC002850_g,2.9897
Sample N5,Sample N5,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,PAC002674_f,EU460193_g,0.0324
Sample N5,Sample N5,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaera_o,Pedosphaera_f,FJ172782_g,0.176
Sample N5,Sample N5,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,0.0093
Sample N5,Sample N5,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,PAC002852_g,0.0139
Sample N5,Sample N5,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,28.6213
