Sample,Name,Kingdom,Phylum,Class,Order,Family,Genus,Relative Abundance (%)
Sample N2,Sample N2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.0438
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,FJ848448_g,0.0113
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001115_g,0.0291
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001207_g,0.2542
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001437_g,0.28500000000000003
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,2.2486
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacterium_f,PAC000745_g,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,0.0583
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AB185516_g,0.0453
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY858455_g,0.0552
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,0.034
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,0.2106
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,0.058300000000000005
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,0.0065
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU471654_g,0.1749
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU771786_g,0.0227
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g4,0.0162
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FJ684481_g,0.0243
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FMWZ_g,0.0518
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,0.1021
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU302778_g,0.12309999999999999
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU303869_g,0.048600000000000004
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mobilitalea,0.0923
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001270_g,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001457_g,0.034
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC002715_g,0.0065
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,0.0421
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,0.0097
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.1765
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned,2.2404
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,AY134903_g,0.0146
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,EF436322_g,0.08249999999999999
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Mogibacterium,0.0486
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001236_g,0.0745
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001460_g,0.0129
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,EU771688_g,0.0065
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g23,0.2917
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,0.0292
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000661_g,0.047
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000748_g,0.0437
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002203_g,0.0065
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002737_g,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Pseudoflavonifractor,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Sporobacter,2.221
Sample N2,Sample N2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,0.0421
Sample N2,Sample N2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,DQ353929_g,0.1021
Sample N2,Sample N2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU471751_g,0.0243
Sample N2,Sample N2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU771685_g,0.0049
Sample N2,Sample N2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU842803_g,0.0146
Sample N2,Sample N2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,0.0032
Sample N2,Sample N2,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,0.0955
Sample N2,Sample N2,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,0.0178
Sample N2,Sample N2,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,0.0049
Sample N2,Sample N2,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,0.0032
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,0.1749
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,0.14750000000000002
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,0.1604
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0.0146
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,0.2917
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,0.0162
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.0049
Sample N2,Sample N2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sandaracinobacter,0.0097
Sample N2,Sample N2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,5.0901000000000005
Sample N2,Sample N2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,0.0194
Sample N2,Sample N2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,0.0081
Sample N2,Sample N2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,0.0373
Sample N2,Sample N2,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,0.0518
Sample N2,Sample N2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unassigned,0.2397
Sample N2,Sample N2,Bacteria,Proteobacteria,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,9.6699
Sample N2,Sample N2,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,0.013
Sample N2,Sample N2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,1.6038999999999999
Sample N2,Sample N2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Unassigned,0.0049
Sample N2,Sample N2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.3094
Sample N2,Sample N2,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,0.0081
Sample N2,Sample N2,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,0.0194
Sample N2,Sample N2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,1.7399
Sample N2,Sample N2,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EU471549_g,0.013
Sample N2,Sample N2,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,0.0065
Sample N2,Sample N2,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae_f1,EU471695_g,0.0259
Sample N2,Sample N2,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001057_g,0.1166
Sample N2,Sample N2,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001107_g,0.0081
Sample N2,Sample N2,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001108_g,0.013
Sample N2,Sample N2,Bacteria,Tenericutes,Mollicutes,PAC001265_o,PAC001265_f,EF586032_g,0.0049
Sample N2,Sample N2,Bacteria,Verrucomicrobia,Kiritimatiellae,PAC002693_o,PAC002850_f,PAC002850_g,0.7857999999999999
Sample N2,Sample N2,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,16.3991
