Sample,Name,Kingdom,Phylum,Class,Order,Family,Genus,Relative Abundance (%)
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,0.0975
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,0.038099999999999995
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AB185516_g,0.32220000000000004
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AM500849_g,0.4028
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY854304_g,0.0424
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY858455_g,0.0085
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum,0.017
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,0.1145
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,0.26289999999999997
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.6614
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio_g1,0.0466
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,0.0509
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,DQ353911_g,0.0085
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU471654_g,8.5351
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU771786_g,0.0339
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU844487_g,0.0424
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,0.0297
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g24,0.3731
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Extibacter,0.0254
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FMWZ_g,0.3689
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU302778_g,2.298
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU303869_g,0.2883
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,0.0085
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,0.0594
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,0.1442
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001228_g,0.0085
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001398_g,0.1272
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001480_g,0.0127
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC002715_g,0.8353
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,0.0806
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,0.3689
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.8140999999999999
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned,2.2301
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,AY134903_g,0.0042
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,EF436322_g,0.0848
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,GU174072_g,0.1144
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Mogibacterium,0.0382
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001236_g,0.4198
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001460_g,0.3308
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001606_g,0.0085
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001609_g,0.0636
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,AY858456_g,0.059399999999999994
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,EU779465_g,0.0933
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g23,2.6033
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g8,0.0212
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,0.8438
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000661_g,6.4067
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000672_g,0.025500000000000002
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000748_g,0.1866
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001144_g,0.0085
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001313_g,0.2883
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002186_g,0.0127
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002774_g,0.1314
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Pseudoflavonifractor,0.0932
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus,0.0721
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Sporobacter,4.7148
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Unassigned,0.0127
Sample N7,Sample N7,Bacteria,Firmicutes,Clostridia,Clostridiales,PAC002749_f,PAC002749_g,0.0212
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,AB009222_g,0.0678
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,0.0594
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,0.0466
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,DQ353929_g,0.742
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU471751_g,0.2459
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU771685_g,0.0127
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU844830_g,0.0339
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,GQ871718_g,0.0127
Sample N7,Sample N7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unassigned,0.0085
Sample N7,Sample N7,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,0.4325
Sample N7,Sample N7,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,0.23320000000000002
Sample N7,Sample N7,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,PAC002871_g,0.0382
Sample N7,Sample N7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Unassigned,Unassigned,0.0085
Sample N7,Sample N7,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,0.458
Sample N7,Sample N7,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,0.0085
Sample N7,Sample N7,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EU464473_g,0.0678
Sample N7,Sample N7,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EU471549_g,1.3399
Sample N7,Sample N7,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,U81658_g,0.0763
Sample N7,Sample N7,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC000197_g,0.602
Sample N7,Sample N7,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC001323_g,0.0339
Sample N7,Sample N7,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001057_g,0.13570000000000002
Sample N7,Sample N7,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001108_g,0.7885
Sample N7,Sample N7,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001109_g,1.7129999999999999
Sample N7,Sample N7,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001274_g,0.0763
Sample N7,Sample N7,Bacteria,Verrucomicrobia,Kiritimatiellae,PAC002693_o,PAC002850_f,PAC002850_g,2.4804
Sample N7,Sample N7,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,45.0217
