Sample,Name,Kingdom,Phylum,Class,Order,Family,Genus,Relative Abundance (%)
Sample N1,Sample N1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,RF16_f,EU465965_g,0.2525
Sample N1,Sample N1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,RF16_f,GU303877_g,0.3402
Sample N1,Sample N1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,RF16_f,PAC002928_g,1.706
Sample N1,Sample N1,Bacteria,Cyanobacteria,PAC002560_c,PAC000393_o,GU174155_f,GU174155_g,0.0052
Sample N1,Sample N1,Bacteria,Cyanobacteria,Vampirovibrio_c,FR888536_o,FR888536_f,FR888536_g,0.0928
Sample N1,Sample N1,Bacteria,EU844128_p,EU844128_c,EU844128_o,EU844128_f,EU844128_g,0.0103
Sample N1,Sample N1,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,0.2217
Sample N1,Sample N1,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,0.0876
Sample N1,Sample N1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unassigned,0.0876
Sample N1,Sample N1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,0.8581
Sample N1,Sample N1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,0.0747
Sample N1,Sample N1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,0.1392
Sample N1,Sample N1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0.0387
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,AY442821_g,0.0386
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,0.0155
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,FJ848448_g,0.0799
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001141_g,0.1056
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001207_g,0.1364
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001437_g,0.3326
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,2.1131
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,0.0206
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AB185516_g,0.2139
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AM500849_g,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY858455_g,0.1908
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,0.384
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.1031
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio_g1,0.0155
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,0.018
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,DQ353911_g,0.0283
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,DQ777915_g,0.0387
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU471654_g,0.5568
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU844487_g,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g24,0.0077
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FJ684481_g,0.0515
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FMWZ_g,0.3325
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU302778_g,0.0257
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU303869_g,0.433
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001228_g,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001270_g,0.0103
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC002715_g,0.08499999999999999
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,0.1907
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,QUHQ_g,0.0335
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,1.1339
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.2757
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned,1.2115
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,EF436322_g,0.5
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,GU174072_g,0.0335
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Mogibacterium,0.1469
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001236_g,0.0412
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001460_g,0.31179999999999997
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001609_g,0.0749
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,EU771688_g,0.0103
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g23,0.3711
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Faecalibacterium,0.0077
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Monoglobus,0.0077
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,0.46649999999999997
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000661_g,0.2682
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000748_g,0.2628
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001241_g,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002203_g,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002737_g,0.2731
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Pseudoflavonifractor,0.0258
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus,0.0103
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus_g2,0.0412
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Sporobacter,7.4707
Sample N1,Sample N1,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,AB009222_g,0.0593
Sample N1,Sample N1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,0.0206
Sample N1,Sample N1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_g6,0.0361
Sample N1,Sample N1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,0.5953
Sample N1,Sample N1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,DQ353929_g,14.3557
Sample N1,Sample N1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU844830_g,0.0799
Sample N1,Sample N1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,GQ871718_g,0.0077
Sample N1,Sample N1,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,2.0409
Sample N1,Sample N1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,0.0361
Sample N1,Sample N1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,0.0077
Sample N1,Sample N1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Unassigned,0.0052
Sample N1,Sample N1,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,0.0309
Sample N1,Sample N1,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,PAC002716_g,0.0309
Sample N1,Sample N1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,EU381783_g,0.07730000000000001
Sample N1,Sample N1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,LARJ_g,0.0052
Sample N1,Sample N1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,0.0773
Sample N1,Sample N1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,0.0567
Sample N1,Sample N1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,0.0206
Sample N1,Sample N1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella,0.0155
Sample N1,Sample N1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unassigned,1.9842
Sample N1,Sample N1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0.0052
Sample N1,Sample N1,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,0.7319
Sample N1,Sample N1,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EU471549_g,1.1363999999999999
Sample N1,Sample N1,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae_f1,EU471695_g,0.0258
Sample N1,Sample N1,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC000197_g,0.1185
Sample N1,Sample N1,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001107_g,0.0206
Sample N1,Sample N1,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001108_g,0.2268
Sample N1,Sample N1,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001109_g,0.22940000000000002
Sample N1,Sample N1,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001274_g,0.0129
Sample N1,Sample N1,Bacteria,Verrucomicrobia,Kiritimatiellae,PAC002693_o,PAC002850_f,PAC002850_g,4.4452
Sample N1,Sample N1,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,38.2722
