Sample,Name,Kingdom,Phylum,Class,Order,Family,Genus,Relative Abundance (%)
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001115_g,0.1403
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001141_g,0.2165
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001207_g,0.2026
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC001437_g,0.1802
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,PAC002169_g,0.0052
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacterium_f,PAC001447_g,0.0087
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,0.0052
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,0.1542
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AB185516_g,0.0744
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AM500849_g,0.0121
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY442823_g,0.0052
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY858455_g,0.1022
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,0.1195
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.0346
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio_g1,0.0294
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,0.0104
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,DQ353911_g,0.0191
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,DQ777915_g,0.0173
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU471654_g,0.3515
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g24,0.1403
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g4,0.0017
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FJ684481_g,0.5855
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FMWZ_g,0.4556
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU302778_g,0.42789999999999995
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU303869_g,0.1784
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,0.0087
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,0.0052
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001270_g,0.026
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001398_g,0.0104
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001480_g,0.0433
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,0.4279
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,QUHQ_g,0.0035
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,0.1974
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.12639999999999998
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned,1.9729999999999999
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,EF436322_g,0.3102
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Mogibacterium,0.0416
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001236_g,0.0468
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001460_g,0.0554
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001609_g,0.1109
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,AY858456_g,0.0069
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Colidextribacter,0.0052
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,DQ777889_g,0.0035
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g23,0.38480000000000003
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Faecalibacterium,0.0346
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Monoglobus,0.0052
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,0.7588
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000661_g,0.2529
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000672_g,0.045
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000748_g,0.1161
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001313_g,0.045
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001686_g,0.0035
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002148_g,0.0173
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002186_g,0.0069
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002203_g,0.0069
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC002737_g,0.0035
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Pseudoflavonifractor,0.046799999999999994
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus,1.2177
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus_g2,0.0035
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Sporobacter,3.4663999999999997
Sample N4,Sample N4,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Unassigned,0.0312
Sample N4,Sample N4,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,0.2217
Sample N4,Sample N4,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,0.0849
Sample N4,Sample N4,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,DQ353929_g,0.8072
Sample N4,Sample N4,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU471751_g,0.0087
Sample N4,Sample N4,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU844830_g,0.1057
Sample N4,Sample N4,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,GQ871718_g,0.0191
Sample N4,Sample N4,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,1.0116
Sample N4,Sample N4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,0.0416
Sample N4,Sample N4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Unassigned,0.0104
Sample N4,Sample N4,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,0.0173
Sample N4,Sample N4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,EU381783_g,0.0502
Sample N4,Sample N4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,LARJ_g,0.0329
Sample N4,Sample N4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,0.0398
Sample N4,Sample N4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,0.0139
Sample N4,Sample N4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,0.1039
Sample N4,Sample N4,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,3.9874
Sample N4,Sample N4,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EU471549_g,0.3013
Sample N4,Sample N4,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC000197_g,0.0035
Sample N4,Sample N4,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001057_g,0.0416
Sample N4,Sample N4,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001108_g,0.27549999999999997
Sample N4,Sample N4,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001109_g,0.0069
Sample N4,Sample N4,Bacteria,Verrucomicrobia,Kiritimatiellae,PAC002693_o,PAC002850_f,PAC002850_g,3.2464999999999997
Sample N4,Sample N4,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,46.1166
