Sample,Name,Kingdom,Phylum,Class,Order,Family,Genus,Relative Abundance (%)
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacterium_f,PAC001447_g,0.0268
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,0.0115
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AB185516_g,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AM500849_g,0.0651
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY854304_g,0.0268
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,AY858455_g,0.0115
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,0.0115
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,0.2222
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,0.0959
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio_g1,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,0.3256
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,DQ777915_g,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU137610_g,0.0881
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU471654_g,1.7697
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU771786_g,0.0306
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU842178_g,0.0498
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,EU844487_g,0.0498
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g17,0.0153
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g24,0.14170000000000002
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eubacterium_g4,0.0306
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,FMWZ_g,0.39840000000000003
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,0.0115
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU302778_g,0.2873
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GU303869_g,0.14179999999999998
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,0.046
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,0.0728
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001228_g,0.0536
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC001398_g,0.0306
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,PAC002715_g,0.2414
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,0.06899999999999999
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,0.1187
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,0.1992
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned,2.0534
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,AY134903_g,0.0268
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,EF436322_g,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,GU174072_g,0.1992
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,Mogibacterium,0.1111
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001236_g,0.0996
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001460_g,0.5976
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001606_g,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacterium_f,PAC001609_g,0.023
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,AY858456_g,0.1073
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,EU465635_g,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,EU779465_g,0.0498
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g23,0.8964
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Eubacterium_g8,0.0345
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Evtepia,0.0268
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Faecalibacterium,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,HM124015_g,0.0996
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Monoglobus,0.0345
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,0.8849
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000661_g,0.4443
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000672_g,0.19529999999999997
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC000748_g,0.203
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001144_g,0.0383
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,PAC001313_g,0.0958
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Pseudoflavonifractor,0.18780000000000002
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Ruminococcus,3.6198
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Sporobacter,7.1251
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Subdoligranulum,0.1609
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Unassigned,0.0651
Sample N8,Sample N8,Bacteria,Firmicutes,Clostridia,Clostridiales,PAC002749_f,PAC002749_g,0.0306
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,AB009222_g,0.1954
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,0.0268
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,DQ353929_g,0.1839
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU471751_g,0.0651
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU771685_g,0.0306
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU842803_g,0.0728
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,EU844830_g,0.1915
Sample N8,Sample N8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,0.0613
Sample N8,Sample N8,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,0.7048
Sample N8,Sample N8,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,0.17629999999999998
Sample N8,Sample N8,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,PAC002871_g,0.0077
Sample N8,Sample N8,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Unassigned,0.023
Sample N8,Sample N8,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,PAC001406_f,GU304204_g,0.0766
Sample N8,Sample N8,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,PAC001406_f,PAC001406_g,0.0651
Sample N8,Sample N8,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,0.0421
Sample N8,Sample N8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,EU381783_g,0.0077
Sample N8,Sample N8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,LARJ_g,0.0115
Sample N8,Sample N8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,0.0345
Sample N8,Sample N8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,0.0919
Sample N8,Sample N8,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,0.0077
Sample N8,Sample N8,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,0.0192
Sample N8,Sample N8,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,0.0115
Sample N8,Sample N8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unassigned,0.0115
Sample N8,Sample N8,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,0.8313
Sample N8,Sample N8,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,0.0077
Sample N8,Sample N8,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,EU471549_g,0.5477000000000001
Sample N8,Sample N8,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,U81658_g,0.0421
Sample N8,Sample N8,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae_f1,EU471695_g,0.1341
Sample N8,Sample N8,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC000197_g,0.034499999999999996
Sample N8,Sample N8,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC000197_f,PAC001323_g,0.0306
Sample N8,Sample N8,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001057_g,0.0345
Sample N8,Sample N8,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001108_g,1.0610000000000002
Sample N8,Sample N8,Bacteria,Tenericutes,Mollicutes,PAC001057_o,PAC001057_f,PAC001274_g,0.030699999999999998
Sample N8,Sample N8,Bacteria,Verrucomicrobia,Kiritimatiellae,PAC002693_o,PAC002850_f,PAC002850_g,3.6008999999999998
Sample N8,Sample N8,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,35.1811
